"Date","Price","Open","High","Low","Vol.","Change %"
"10/01/2019","1.73","1.84","1.84","1.60","611.00K","-2.81%"
"09/30/2019","1.78","1.72","1.85","1.72","524.53K","3.49%"
"09/27/2019","1.72","1.85","1.88","1.70","666.58K","-7.03%"
"09/26/2019","1.85","1.88","1.88","1.80","739.21K","-1.86%"
"09/25/2019","1.88","1.89","1.90","1.83","483.15K","-1.31%"
"09/24/2019","1.91","2.01","2.02","1.86","929.45K","-4.98%"
"09/23/2019","2.01","2.04","2.04","1.92","839.14K","-2.43%"
"09/20/2019","2.06","1.96","2.06","1.96","708.22K","3.52%"
"09/19/2019","1.99","2.03","2.06","1.87","865.50K","-4.78%"
"09/18/2019","2.09","2.21","2.24","2.04","1.14M","-4.57%"
"09/17/2019","2.19","2.11","2.20","2.07","1.02M","3.30%"
"09/16/2019","2.12","2.09","2.15","2.07","787.95K","0.00%"
"09/13/2019","2.12","2.05","2.15","2.05","1.32M","3.41%"
"09/12/2019","2.05","2.07","2.07","2.00","571.28K","1.99%"
"09/11/2019","2.01","1.99","2.07","1.96","741.73K","0.50%"
"09/10/2019","2.00","2.06","2.07","1.98","471.96K","-1.48%"
"09/09/2019","2.03","2.15","2.16","1.98","880.69K","-0.49%"
"09/06/2019","2.04","2.11","2.18","2.04","818.80K","-1.45%"
"09/05/2019","2.07","2.10","2.14","2.03","721.82K","-1.43%"
"09/04/2019","2.10","1.97","2.14","1.92","1.40M","9.37%"
"09/03/2019","1.92","1.92","1.99","1.85","1.05M","4.35%"
"08/30/2019","1.84","1.95","1.95","1.84","437.54K","-2.13%"
"08/29/2019","1.88","1.88","1.91","1.86","354.01K","-1.05%"
"08/28/2019","1.90","1.94","1.95","1.84","439.43K","0.00%"
"08/27/2019","1.90","1.92","1.99","1.90","368.74K","-1.04%"
"08/26/2019","1.92","2.00","2.02","1.87","375.41K","-2.54%"
"08/23/2019","1.97","2.00","2.04","1.89","755.61K","1.55%"
"08/22/2019","1.94","1.89","2.00","1.86","664.59K","2.65%"
"08/21/2019","1.89","1.86","1.94","1.84","453.10K","-1.05%"
"08/20/2019","1.91","1.88","1.93","1.83","498.34K","1.60%"
"08/19/2019","1.88","1.94","1.95","1.86","680.48K","1.62%"
"08/16/2019","1.85","1.81","1.88","1.76","581.64K","2.21%"
"08/15/2019","1.81","1.87","1.87","1.80","679.44K","-0.55%"
